dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,IF nrev <= 8.37999963760376 AND nrev > 3.6299999952316284 AND rtime > 21.0 THEN defect = False,[0.13016904306310625],IF rrexp <= 2276.114990234375 AND app > 4.234999895095825 AND nrev <= 8.519999980926514 THEN defect = False,[0.058183398080084575],False
openstack,IF nrev > 1.1950000524520874 AND app <= 2.725000023841858 AND la > -20.610000610351562 THEN defect = True,[0.1347194445623334],IF app <= 1.4300000071525574 THEN defect = True,[0.4687351204794834],False
openstack,IF rtime > 38.920000076293945 AND app > 0.6500000059604645 THEN defect = False,[0.35820684160369776],IF rrexp <= 4287.2451171875 AND app > 5.6549999713897705 AND nrev <= 11.079999923706055 THEN defect = False,[0.14548802192032406],False
openstack,IF app <= 3.8649998903274536 AND age > 0.6599999964237213 AND la <= 72.36999893188477 THEN defect = True,[0.5113226677468964],IF ndev <= 125.7599983215332 AND app <= 5.5899999141693115 AND rrexp > 1574.9199829101562 THEN defect = True,[0.22319354020490573],False
openstack,IF nrev <= 9.519999980926514 AND app > 6.325000047683716 AND la <= 303.99000549316406 THEN defect = False,[1.8230748505261843e-23],IF app > 5.3999998569488525 AND nrev <= 5.960000038146973 THEN defect = False,[1.2132874690979124e-23],False
openstack,IF rrexp <= 2972.2249755859375 AND rtime > 25.355000495910645 THEN defect = False,[0.312951122561696],IF rtime > 38.75 AND rtime > -81.2349967956543 THEN defect = False,[0.160569808827645],False
openstack,IF rrexp <= 703.5249938964844 AND app > 0.8300000131130219 THEN defect = False,[0.1341676689220147],IF age > 6.444999933242798 THEN defect = False,[0.24114254630528298],False
openstack,IF age > -19.505000114440918 AND nrev <= 4.859999895095825 THEN defect = False,[1.3823476680102e-23],IF la <= 40.099998474121094 AND app > 3.375 AND nrev <= 9.305000305175781 THEN defect = False,[1.361860355949578e-23],False
openstack,IF nd <= 2.6149998903274536 AND nrev <= 2.8799999952316284 THEN defect = False,[1.7282710554575214e-23],IF nrev <= 1.975000023841858 AND la <= 286.75 THEN defect = False,[1.752055936056533e-23],False
openstack,IF nrev <= 14.824999809265137 AND app > 2.9850000143051147 THEN defect = False,[0.4371072398137434],IF app > 3.0549999475479126 AND la <= 476.5199890136719 AND age > -47.64500045776367 THEN defect = False,[0.12556403116171422],False
openstack,IF app > 1.2949999570846558 AND app > 2.6600000858306885 AND nrev <= 6.875 THEN defect = False,[0.0729292638374562],IF la <= 417.7550048828125 AND app > 2.2649999856948853 AND nrev <= 7.305000066757202 THEN defect = False,[0.18039905719010926],False
openstack,IF app <= 3.799999952316284 AND asawr <= 0.11999999731779099 AND la <= 48.470001220703125 THEN defect = True,[0.1046558626207273],IF app > 2.9950000047683716 AND ent > 0.7649999856948853 THEN defect = True,[0.2655936399408108],False
openstack,IF rrexp > 957.3500061035156 AND nrev > 2.5850000381469727 AND age <= 38.21000099182129 THEN defect = True,[0.13021967404988244],IF la > -820.5299987792969 AND app <= 2.9450000524520874 AND age <= 25.925000190734863 THEN defect = True,[0.3111955408011751],False
openstack,IF la <= 214.69000244140625 AND rtime > -13.895000457763672 THEN defect = False,[0.6548149819788578],IF rtime > 34.84000015258789 AND app > 2.2649999856948853 THEN defect = False,[0.2272637383659199],False
openstack,IF nrev <= 7.275000095367432 AND rrexp <= 1978.5950317382812 AND age > 2.5899999141693115 THEN defect = False,[0.47369509986988284],IF rrexp <= 1522.1649780273438 AND nrev <= 7.960000038146973 AND age > -16.045000076293945 THEN defect = False,[0.07528850210509504],False
openstack,IF age > 2.9250000715255737 AND ent <= 0.5550000071525574 THEN defect = False,[0.3442706241725574],IF rrexp <= 584.5249938964844 AND rtime <= 103.42000198364258 THEN defect = False,[0.5472910608909108],False
openstack,IF la > -72.53499984741211 AND age <= 11.954999923706055 THEN defect = True,[0.15874100029877608],IF rrexp > 912.4199829101562 THEN defect = True,[0.17250804321863591],False
openstack,IF app > 1.1700000166893005 AND nrev <= 7.509999990463257 AND ent <= 0.4449999928474426 THEN defect = False,[0.09032359188373605],IF nrev <= 5.519999980926514 AND rtime > 31.559999465942383 THEN defect = False,[0.17526995609092252],False
openstack,IF rrexp <= 1685.14501953125 AND app > 4.270000219345093 THEN defect = False,[0.4511070585131224],IF nrev <= 8.429999828338623 AND rrexp <= 1577.2150268554688 AND rtime > -100.3499984741211 THEN defect = False,[0.6804230424229228],False
openstack,IF nrev <= 4.855000019073486 AND rtime <= 140.9949951171875 AND rtime <= 17.630000114440918 THEN defect = True,[0.09392492821160223],IF rrexp > 588.875 AND la > 36.05500030517578 THEN defect = True,[0.09323015815782507],False
openstack,IF nrev > 3.1299999952316284 AND rtime > -15.575000286102295 AND rrexp <= 1073.1549682617188 THEN defect = False,[0.6568899045432363],IF nrev <= 5.365000009536743 AND age > 7.615000009536743 THEN defect = False,[0.13935690612524007],False
openstack,IF nrev > 4.7900002002716064 AND app <= 6.984999895095825 AND rrexp > 543.9099731445312 THEN defect = True,[0.05440848787729964],IF la > 29.980000495910645 AND rrexp <= 1520.4650268554688 AND app <= 6.384999990463257 THEN defect = True,[0.09950202279799139],False
openstack,IF age > -1.2549999952316284 AND nrev <= 4.299999952316284 AND rrexp <= 1632.1699829101562 THEN defect = False,[0.156509883853666],IF nrev <= 1.100000023841858 AND app > 0.75 THEN defect = False,[0.10148664886279558],False
openstack,IF nrev > 2.809999942779541 AND app <= 7.924999952316284 AND rtime <= 38.20000076293945 THEN defect = True,[0.4152227642989673],IF app <= 5.870000123977661 AND nrev > 1.0799999833106995 AND rrexp > 620.5899963378906 THEN defect = True,[0.9844003024231426],False
openstack,IF nd > 1.9900000095367432 AND rtime <= 30.780000686645508 THEN defect = True,[0.05540236325940068],IF app <= 9.839999675750732 AND rrexp > 2333.77001953125 THEN defect = True,[0.11270806006287583],False
openstack,IF nrev > 4.684999942779541 AND app <= 10.75499963760376 AND rtime <= 128.89500045776367 THEN defect = True,[0.28588617608387334],IF rrexp <= 3017.0750732421875 AND age <= 28.429999351501465 THEN defect = True,[0.2009444895159227],False
openstack,IF app <= 3.2200000286102295 AND nrev > -1.0250000357627869 THEN defect = True,[0.26306971526614564],IF app <= 4.984999895095825 AND age <= 4.130000114440918 AND rrexp > 1626.2899780273438 THEN defect = True,[0.2304752721129035],False
openstack,IF rrexp <= 2661.2149658203125 AND la <= 144.55500030517578 AND app > 1.1050000190734863 THEN defect = False,[1.3901377051427326],IF rrexp <= 2449.6700439453125 AND app > 1.3799999952316284 AND la <= 70.15500259399414 THEN defect = False,[0.10480337256391584],False
openstack,IF app <= 3.274999976158142 AND nrev <= 5.870000123977661 AND nrev > -1.1500000357627869 THEN defect = True,[0.21915712988329064],IF ent > 0.6449999809265137 AND nrev > -0.29499999433755875 THEN defect = True,[0.12336014218567877],False
openstack,IF age > 14.275000095367432 THEN defect = False,[0.22244038125948645],IF rrexp <= 2096.6400146484375 THEN defect = False,[0.5067296362512728],False
openstack,IF rtime > -0.3400000035762787 AND age > -17.94000005722046 AND nd <= 6.799999952316284 THEN defect = False,[0.146405876789616],IF app > 3.0049999952316284 AND nrev <= 13.125 AND rrexp <= 1239.635009765625 THEN defect = False,[0.17141730241836145],False
openstack,IF nrev <= 3.924999952316284 AND nd <= 2.875 AND age > -8.09000015258789 THEN defect = False,[2.424473721491949e-23],IF nrev <= 3.40500009059906 AND asawr <= 0.3149999976158142 THEN defect = False,[1.6126244792576736e-23],False
openstack,IF rrexp > -594.2049865722656 AND ent > 0.9150000214576721 THEN defect = True,[0.053167574845415656],IF la > 159.83499908447266 THEN defect = True,[0.08653227822862151],False
openstack,IF rtime > 11.384999752044678 AND nrev <= 8.21999979019165 THEN defect = False,[0.2692781407740747],IF rrexp <= 189.21499633789062 THEN defect = False,[0.26728719789481614],False
openstack,IF rrexp <= 631.1100158691406 AND app > 0.6050000041723251 THEN defect = False,[0.2028010288880059],IF nrev <= 7.900000095367432 AND app > 2.3249999284744263 THEN defect = False,[0.2968902842590019],False
openstack,IF ndev > 44.02000045776367 THEN defect = False,[0.4701703346131256],IF rrexp <= 2633.1199951171875 AND rtime > 14.394999980926514 AND nrev <= 7.605000019073486 THEN defect = False,[0.4407105177819244],False
openstack,IF la <= 12.974999904632568 THEN defect = False,[0.14598942310444876],IF la <= 116.89999771118164 AND rrexp <= 794.1549987792969 THEN defect = False,[0.31893982192214476],False
openstack,IF rrexp > 1498.219970703125 AND nrev > 0.695000022649765 THEN defect = True,[0.144445324018559],IF rrexp > 1278.9750366210938 AND app <= 3.8499999046325684 AND nrev > 1.524999976158142 THEN defect = True,[0.1866743205768619],False
openstack,IF rtime > -80.07500076293945 AND age > 13.114999771118164 AND rrexp <= 4376.44482421875 THEN defect = False,[0.2393260520136342],IF nrev <= 1.2050000429153442 AND app > 1.5099999904632568 AND nd <= 3.1100000143051147 THEN defect = False,[0.1628366784487614],False
openstack,IF age <= 19.114999771118164 AND nrev > 5.555000066757202 AND app <= 5.68999981880188 THEN defect = True,[0.05525522422738269],IF nrev > 4.5950000286102295 AND la > 31.195000648498535 AND rrexp > 624.4750061035156 THEN defect = True,[0.11383979968922077],False
openstack,IF nrev <= 5.9649999141693115 AND rtime <= 29.65000057220459 AND age <= 10.260000228881836 THEN defect = True,[0.443280753489207],IF nrev > -0.11999999638646841 AND rsawr > 0.3449999988079071 THEN defect = True,[0.11880368756602651],False
openstack,IF rtime > 33.635000228881836 AND asawr > -0.13499999791383743 THEN defect = False,[0.2117672563762433],IF rrexp <= 1055.6500244140625 AND la <= 126.00500106811523 THEN defect = False,[0.21080695738301708],False
openstack,IF age <= 6.710000038146973 AND la > 2.1700000762939453 THEN defect = True,[0.15715476203616766],IF age <= 17.03499984741211 AND nrev > 1.8949999809265137 THEN defect = True,[0.13754211889024603],False
openstack,IF nrev <= 12.160000324249268 AND app > 4.049999952316284 AND rtime > -84.66999816894531 THEN defect = False,[0.2520058321273207],IF nrev <= 2.715000033378601 THEN defect = False,[0.1581389348828947],False
openstack,IF age > -1.1300000473856926 AND nrev <= 7.2799999713897705 AND app > 2.3850001096725464 THEN defect = False,[0.08339101517348005],IF ndev > 1.9800000190734863 AND age > 17.604999542236328 AND nrev <= 5.109999895095825 THEN defect = False,[0.3645839039127605],False
openstack,IF rsawr <= 0.4650000035762787 AND app > 0.27000000327825546 THEN defect = False,[0.23249725071698504],IF nrev <= 10.179999828338623 AND age > 8.025000095367432 THEN defect = False,[0.08409150699970161],False
openstack,IF rrexp <= 1105.0050048828125 AND la <= 368.2250061035156 AND nrev <= 8.389999866485596 THEN defect = False,[0.27246665396362807],IF age > 2.740000009536743 AND la <= 153.22500610351562 THEN defect = False,[0.22519916164333648],False
openstack,IF rtime > 12.09499979019165 AND rrexp <= 2009.594970703125 AND nrev <= 4.255000114440918 THEN defect = False,[0.21547902147074705],IF rsawr <= 0.5049999952316284 AND nrev <= 2.9850000143051147 AND rrexp <= 2307.7550048828125 THEN defect = False,[0.20645796325157578],False
openstack,IF age > -5.7900002002716064 AND rtime > 29.15000057220459 AND rrexp > -1174.4749755859375 THEN defect = False,[0.2571292169777134],IF rtime > 32.40999984741211 THEN defect = False,[0.17734608967297943],False
openstack,IF rtime > -39.654998779296875 AND nd <= 4.450000047683716 AND rrexp > 277.5950012207031 THEN defect = False,[0.138421203504677],IF app > -0.08499999716877937 AND la <= 1307.4450073242188 AND rrexp <= 469.8249969482422 THEN defect = False,[0.20106243075714425],False
openstack,IF age > 17.554999351501465 THEN defect = False,[0.07362143127721969],IF age > -2.3600000143051147 AND app > 5.349999904632568 THEN defect = False,[0.2659912378911221],False
openstack,IF nrev <= 4.650000095367432 AND rtime > -22.260000228881836 AND age > -9.960000038146973 THEN defect = False,[0.5474209214271029],IF nrev <= 4.224999904632568 AND nd <= 2.809999942779541 THEN defect = False,[0.47679900272365194],False
openstack,IF age > 8.404999732971191 THEN defect = False,[0.1572207585488442],IF app > 1.4700000286102295 AND age > 7.049999952316284 THEN defect = False,[0.14745814785553418],False
openstack,IF ent > -0.24499999731779099 AND age <= 3.9900001287460327 THEN defect = True,[0.309144812201637],IF rrexp > 1913.1299438476562 AND app <= 4.7799999713897705 AND ent > -0.20499999821186066 THEN defect = True,[0.1316776049761172],False
openstack,IF app <= 3.4350000619888306 AND rrexp <= 1559.2949829101562 AND rtime <= 7.255000114440918 THEN defect = True,[0.19801337908239341],IF rrexp > 1430.9000244140625 AND rtime <= 10.329999923706055 THEN defect = True,[0.33784666910729116],False
openstack,IF asawr > -0.1250000037252903 AND nrev <= 5.700000047683716 AND nd > 1.8949999809265137 THEN defect = False,[0.3794097314386424],IF rrexp <= 554.3050231933594 AND nrev <= 9.514999866485596 THEN defect = False,[0.16836519954443652],False
openstack,IF rtime > -0.7000000029802322 THEN defect = False,[0.07484909744047659],IF rrexp <= 2524.8250732421875 AND nd <= 1.6100000143051147 THEN defect = False,[0.13399081002000007],False
openstack,IF rrexp <= 593.7699890136719 THEN defect = False,[0.12698588553818216],IF app > 0.39000000059604645 AND nrev <= 1.965000033378601 THEN defect = False,[0.4967690473157537],False
openstack,IF nrev > 0.47499997913837433 AND rrexp > 1041.8049926757812 AND la > -24.46500015258789 THEN defect = True,[0.10228062501751778],IF ent > 0.9650000035762787 THEN defect = True,[0.13833905872594646],False
openstack,IF rtime <= 72.54999923706055 AND rrexp > 986.0500183105469 AND age <= 29.119999885559082 THEN defect = True,[0.12125523319073725],IF nrev > 2.3399999141693115 AND app <= 7.2799999713897705 AND rrexp > 1113.2000122070312 THEN defect = True,[0.12486842679664206],False
openstack,IF app > 1.324999988079071 AND rrexp <= 776.625 THEN defect = False,[0.45831580561596585],IF la <= 384.88999938964844 AND app > 0.10999999940395355 AND rrexp <= 1000.8049926757812 THEN defect = False,[0.15134582556228926],False
openstack,IF rrexp <= 1579.8900146484375 AND nrev <= 6.259999990463257 AND la <= 101.18000030517578 THEN defect = False,[0.25570449873219814],IF rrexp <= 1798.5750122070312 AND nrev <= 6.045000076293945 AND app > 2.84499990940094 THEN defect = False,[0.2136189095320851],False
openstack,IF app <= 6.934999942779541 AND nrev > 5.825000047683716 AND nrev > 2.950000047683716 THEN defect = True,[2.2198172182301381e-23],IF app <= 6.130000114440918 AND nrev > 4.9649999141693115 THEN defect = True,[2.1552966252909157e-23],False
openstack,IF app <= 5.0400002002716064 AND rrexp > 1908.010009765625 AND age <= 8.105000019073486 THEN defect = True,[0.07634478165474105],IF app <= 4.805000066757202 AND rrexp > 1863.6950073242188 THEN defect = True,[0.11394783898968593],False
openstack,IF la > -49.454999923706055 AND rrexp > 1246.9049682617188 AND nrev > -0.8800000250339508 THEN defect = True,[0.24722741058529854],IF nrev > 1.9300000071525574 AND la <= 19.244999885559082 AND age <= 20.804999351501465 THEN defect = True,[0.101548856030639],False
openstack,IF app <= 3.7799999713897705 AND rrexp > 848.0149841308594 AND nrev > 3.3149999380111694 THEN defect = True,[0.1534573322400046],IF ent > 0.14500000327825546 AND rrexp > 1528.7349853515625 THEN defect = True,[0.060744023207807765],False
openstack,IF rtime <= 22.445000648498535 AND nrev <= 9.644999980926514 AND rrexp <= 889.5899963378906 THEN defect = True,[0.16360063906239483],IF nrev > 2.8399999141693115 AND app <= 3.115000009536743 THEN defect = True,[0.11691312439132179],False
openstack,IF app > 2.034999966621399 THEN defect = False,[0.1458137375431684],IF age > 15.144999980926514 THEN defect = False,[0.23224233267035252],False
openstack,IF nrev <= 6.770000219345093 AND age > 12.184999942779541 AND app > 2.319999933242798 THEN defect = False,[0.21979520193543695],IF rtime > -44.255001068115234 AND age > 17.260000228881836 AND rrexp <= 2150.8499755859375 THEN defect = False,[0.3975504034180694],False
openstack,IF nrev > 3.90500009059906 AND ent <= 0.8550000190734863 AND app > 2.8550000190734863 THEN defect = False,[0.13919476953094093],IF ent <= 0.6150000095367432 THEN defect = False,[0.06598791069324654],False
openstack,IF nd <= 2.84499990940094 AND nrev <= 3.165000081062317 THEN defect = False,[2.1688059774467542e-23],IF nrev <= 2.1699999570846558 AND age > -16.454999923706055 AND la <= 213.61499786376953 THEN defect = False,[2.6413941043799092e-23],False
openstack,IF la <= 59.364999771118164 AND nrev <= 6.859999895095825 THEN defect = False,[0.19104053647866023],IF rrexp <= 1405.9749755859375 AND age > 5.134999990463257 THEN defect = False,[0.07346644438949726],False
openstack,IF age > 2.0899999737739563 AND app <= 4.265000104904175 THEN defect = False,[0.2308841164898119],IF age > 3.0749999284744263 AND ndev > -39.3700008392334 THEN defect = False,[0.2367896460098602],False
openstack,IF age <= 5.2149999141693115 AND la > 152.08499908447266 THEN defect = True,[0.13942489916081863],IF la <= 365.56500244140625 AND asawr <= 0.1249999962747097 THEN defect = True,[0.0960810660058912],False
openstack,IF age <= 17.31999969482422 AND nd > 1.4399999976158142 AND app <= 6.049999952316284 THEN defect = True,[0.13342653532086945],IF rtime <= 57.10000038146973 AND nd <= 2.1449999809265137 AND la <= 12.739999771118164 THEN defect = True,[0.052182636549656505],False
openstack,IF nd > 6.929999828338623 THEN defect = True,[0.19930064707866904],IF rsawr > 0.19500000029802322 AND nrev <= 5.005000114440918 AND age <= 4.164999961853027 THEN defect = True,[0.08413459635485812],False
openstack,IF age > 2.1149998903274536 THEN defect = False,[0.13466496552566695],IF la <= 281.25000762939453 AND rsawr <= 0.6150000095367432 AND age > 2.2649999856948853 THEN defect = False,[0.1296964670758921],False
openstack,IF rtime > 13.420000076293945 AND age > -15.949999809265137 THEN defect = False,[0.31918660705309715],IF app > 2.965000033378601 AND la <= 81.53499984741211 AND rrexp <= 1581.4149780273438 THEN defect = False,[0.14387948678812013],False
openstack,IF rtime > -4.4649999141693115 AND age > 11.559999942779541 THEN defect = False,[0.8763880182749196],IF app > 1.850000023841858 AND rrexp <= 907.8250122070312 THEN defect = False,[0.24700922814628112],False
openstack,IF nrev > 7.009999990463257 AND app <= 5.980000019073486 THEN defect = True,[1.740001767833243e-23],IF la > 100.88000106811523 THEN defect = True,[0.059175203624006086],False
openstack,IF rtime > 3.334999918937683 AND nrev > 1.8650000095367432 AND rsawr > 0.13500000163912773 THEN defect = False,[0.27611581358077864],IF nrev > 3.4450000524520874 AND rtime > 0.22999999672174454 THEN defect = False,[0.15467185995217533],False
openstack,IF age > 14.37000036239624 THEN defect = False,[0.2861121233455547],IF rrexp <= 1065.280029296875 AND nd <= 5.370000123977661 AND rsawr > -0.10499999672174454 THEN defect = False,[0.06533409482876834],False
openstack,IF rrexp <= 2300.139892578125 AND app <= 5.325000047683716 THEN defect = True,[0.44954014150678817],IF ent > 0.8849999904632568 AND rrexp > 1709.9550170898438 THEN defect = True,[0.29562159863874227],False
openstack,IF ent <= 0.9050000011920929 THEN defect = False,[0.5383817608477993],IF la <= 19.97499942779541 THEN defect = False,[0.14269687283795673],False
openstack,IF rtime <= 75.70000076293945 AND nrev > 3.0399999618530273 AND age <= 2.125 THEN defect = True,[0.40198855285673163],IF nd <= 2.609999895095825 AND rrexp > 789.1100158691406 AND age <= 17.449999809265137 THEN defect = True,[0.2887658621350742],False
openstack,IF nd <= 15.489999771118164 AND nrev <= 10.375 AND age > 11.704999923706055 THEN defect = False,[0.1420624787808597],IF age > 10.894999980926514 AND age > -24.699999809265137 AND app > 0.4000000059604645 THEN defect = False,[0.7105095074989618],False
openstack,IF age <= 0.375 THEN defect = True,[0.22894905973393698],IF la > -460.1949920654297 AND nrev > 0.10999999940395355 AND rrexp > 349.5950012207031 THEN defect = True,[0.13937337811452402],False
openstack,IF rrexp > 2123.885009765625 AND la > -47.47500038146973 AND app <= 5.865000009536743 THEN defect = True,[0.08527125531544534],IF rtime <= 14.654999732971191 THEN defect = True,[0.4767721821255851],False
openstack,IF app > 0.4749999940395355 AND age > 1.340000033378601 AND ndev > -22.25 THEN defect = False,[0.523772516113852],IF rrexp <= 780.6900024414062 THEN defect = False,[0.05682362610923837],False
openstack,IF rtime > 1.8149999976158142 AND nrev <= 9.024999618530273 THEN defect = False,[0.06807438994780855],IF nd <= 1.3050000071525574 AND app > 0.7349999994039536 AND la <= 39.18000030517578 THEN defect = False,[0.0592114108443502],False
openstack,IF nrev <= 6.050000190734863 AND age > 2.115000009536743 THEN defect = False,[0.8164557836222321],IF rrexp <= 512.6799926757812 THEN defect = False,[0.2901927071139379],False
openstack,IF rrexp <= 3024.8599853515625 AND nrev <= 5.329999923706055 THEN defect = False,[2.0830325923942872e-23],IF age > -14.760000228881836 AND nrev <= 4.980000019073486 THEN defect = False,[2.138285762130397e-23],False
openstack,IF nrev > 1.3200000524520874 AND age <= 65.77499961853027 AND rrexp > 1721.2200317382812 THEN defect = True,[0.14960793942077305],IF nrev > 7.759999990463257 AND app <= 6.505000114440918 THEN defect = True,[1.8608337267973314e-23],False
openstack,IF nrev <= 10.929999828338623 AND age > -30.25 AND app > 2.009999990463257 THEN defect = False,[0.07082713415029518],IF age > -9.569999694824219 AND app > 3.125 THEN defect = False,[0.10981600531350481],False
openstack,IF age <= 0.4699999988079071 AND rtime > -35.60000038146973 THEN defect = False,[0.09615249869376495],IF age > 1.8650000095367432 AND app > 0.02499999850988388 THEN defect = False,[0.12357933796659422],False
openstack,IF asawr > 0.1249999962747097 AND app > 2.115000009536743 AND la <= 280.5449981689453 THEN defect = False,[0.3416480221518338],IF age > -5.2850000858306885 AND nrev <= 5.429999828338623 AND rrexp <= 1027.9000244140625 THEN defect = False,[0.295674385691373],False
openstack,IF la > 12.25499963760376 AND rrexp > 1039.5950317382812 AND app <= 6.269999980926514 THEN defect = True,[0.134512738241256],IF ent > 0.7749999761581421 THEN defect = True,[0.05067660408360306],False
openstack,IF app > 0.7700000107288361 AND nrev <= 4.68999981880188 AND rtime > -36.470001220703125 THEN defect = False,[0.24107719825547905],IF nrev <= 3.819999933242798 AND nd <= 21.21500015258789 AND rrexp <= 1404.6849975585938 THEN defect = False,[0.0964464289879431],False
openstack,IF nrev > 3.100000023841858 AND rrexp > 471.9149932861328 AND rtime > 3.1600000858306885 THEN defect = False,[0.7981041766831697],IF la <= 196.4749984741211 AND rrexp <= 970.0450134277344 AND nrev <= 7.549999952316284 THEN defect = False,[0.4743621665318379],False
openstack,IF la <= 86.96500015258789 AND asawr <= 0.06499999947845936 THEN defect = False,[0.09269937669682282],IF nrev <= 5.06000018119812 AND app > 2.134999990463257 AND la <= 205.9550018310547 THEN defect = False,[0.20357334560551035],False
openstack,IF rrexp > 637.8999938964844 AND age <= 3.200000047683716 THEN defect = True,[0.10425043213665497],IF nrev > 1.0099999904632568 AND rrexp > 1149.4649658203125 THEN defect = True,[0.2821564761450441],False
openstack,IF nrev > 3.125 AND age <= 45.80000114440918 AND la > -219.28499603271484 THEN defect = True,[0.22179337540420008],IF nrev > 3.569999933242798 AND age <= 42.39999961853027 THEN defect = True,[0.4870840309507297],False
openstack,IF ns > 1.0699999928474426 AND app > 2.3649998903274536 THEN defect = False,[0.25920787158571346],IF rrexp <= 2566.7550048828125 AND app > 3.3299999237060547 THEN defect = False,[0.06509375123791293],False
openstack,IF app > -0.03999999910593033 AND age > 6.275000095367432 THEN defect = False,[0.22077485283201112],IF rtime > -188.8449935913086 AND rrexp <= 1621.1199951171875 AND app > 2.4200000762939453 THEN defect = False,[0.508457914387834],False
openstack,IF age > 1.925000011920929 AND app > 1.1600000262260437 AND nrev > 2.4600000381469727 THEN defect = False,[0.1264067421053306],IF la <= 111.33499908447266 AND age > 2.8249999284744263 THEN defect = False,[0.05730809305603269],False
openstack,IF nd <= 6.7799999713897705 AND rrexp <= 766.1199951171875 AND nrev > 3.2699999809265137 THEN defect = False,[0.28237870229525297],IF nrev <= 7.6499998569488525 AND ns > 1.024999976158142 THEN defect = False,[0.1199757765775248],False
openstack,IF rrexp <= 1129.6749877929688 AND app > 2.2450000047683716 THEN defect = False,[0.35298920092781044],IF nrev <= 5.4049999713897705 AND app > 1.9850000143051147 AND nd <= 4.809999942779541 THEN defect = False,[0.16319697034135872],False
openstack,IF rtime > 7.315000057220459 AND age > -18.329999923706055 AND nrev <= 11.114999771118164 THEN defect = False,[0.18813075166592866],IF age > -9.325000286102295 AND nrev <= 10.980000019073486 AND rtime > 13.59000015258789 THEN defect = False,[0.1478546075212389],False
openstack,IF nrev <= 6.815000057220459 AND rrexp <= 1872.4749755859375 AND age > 10.135000228881836 THEN defect = False,[0.05582933156918941],IF age > -17.195000648498535 AND la <= 330.1300048828125 AND app > 2.009999990463257 THEN defect = False,[0.05702545130980677],False
openstack,IF rrexp > 1615.2850341796875 AND la > 0.49000000953674316 THEN defect = True,[0.32920711485874193],IF la > -274.88499450683594 AND age <= 1.3799999952316284 THEN defect = True,[0.44979563662521443],False
openstack,IF nrev > 4.065000057220459 AND rrexp > 1424.2449951171875 THEN defect = True,[0.06927631244035046],IF age <= 3.5399999618530273 THEN defect = True,[0.3814920072831474],False
openstack,IF age > 5.2900002002716064 THEN defect = False,[0.06407284958358933],IF nrev <= 8.759999752044678 AND app > 3.7649999856948853 THEN defect = False,[0.7308073089373914],False
openstack,IF rrexp <= 825.489990234375 AND ns > 1.0049999952316284 AND nrev <= 9.925000190734863 THEN defect = False,[0.06071881363287736],IF app > 1.9350000023841858 AND nrev <= 5.265000104904175 THEN defect = False,[0.26337348526596027],False
openstack,IF app > 2.2899999618530273 AND la <= 60.32500076293945 THEN defect = False,[0.8674567961751658],IF nrev <= 4.9700000286102295 AND app > 1.25 AND rrexp <= 1325.6700439453125 THEN defect = False,[0.0713834322343586],False
openstack,IF ent <= 0.17500000447034836 AND nrev <= 6.31499981880188 AND la <= 50.03000068664551 THEN defect = False,[0.07020102990946878],IF nrev <= 4.5 AND age > -9.21500015258789 AND rrexp <= 2473.1600341796875 THEN defect = False,[0.157140527750625],False
openstack,IF ent > 0.8149999976158142 THEN defect = True,[0.236239013658886],IF rrexp > 249.08999633789062 AND nrev > 4.0350000858306885 THEN defect = True,[0.26542072952446905],False
openstack,IF la <= 319.7949981689453 AND nrev <= 6.1000001430511475 THEN defect = False,[0.5086742219682022],IF rrexp <= 1256.7949829101562 AND nrev <= 4.525000095367432 THEN defect = False,[0.29180255209507416],False
openstack,IF nd <= 2.940000057220459 AND nrev <= 2.965000033378601 THEN defect = False,[1.509928661240645e-23],IF rrexp <= 506.68499755859375 AND nrev <= 3.5 AND la <= 257.9399948120117 THEN defect = False,[1.7220891391396916e-23],False
openstack,IF nrev <= 5.289999961853027 AND age > 0.20000000298023224 THEN defect = False,[0.7625961094291466],IF la <= 247.90999603271484 AND nrev <= 6.795000076293945 AND rrexp <= 1191.52001953125 THEN defect = False,[0.15453325071389915],False
openstack,IF nrev > 7.8450000286102295 AND app <= 8.759999752044678 THEN defect = True,[0.1363797491080482],IF rrexp > 2016.7049560546875 AND nrev > 2.8299999237060547 THEN defect = True,[0.05755062579727805],False
openstack,IF rtime <= 46.39500045776367 AND la > -272.6699981689453 THEN defect = True,[0.0628686959276549],IF age > 4.944999933242798 AND rsawr > 0.10500000044703484 THEN defect = True,[0.14682843117522676],False
openstack,IF nrev > 1.9549999833106995 AND age <= 8.875 AND ent > 0.9050000011920929 THEN defect = True,[0.2280568154870257],IF nrev > 4.620000123977661 AND age <= 9.474999904632568 AND la > -4.670000076293945 THEN defect = True,[0.08467679268832036],False
openstack,IF ent <= 0.8849999904632568 THEN defect = False,[0.6927058563186194],IF age > -9.389999866485596 AND app > 2.5299999713897705 THEN defect = False,[0.4709987103923859],False
openstack,IF app <= 5.505000114440918 AND la <= 9.579999923706055 THEN defect = False,[0.40302735849488647],IF nrev <= 7.949999809265137 AND app > 2.6399999856948853 AND nd <= 1.6050000190734863 THEN defect = False,[0.08258942140824507],False
openstack,IF app > 1.6100000143051147 AND rrexp <= 1289.8699951171875 THEN defect = False,[0.2183159014474557],IF rtime > 14.84499979019165 THEN defect = False,[0.14834512845110528],False
