dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,IF ent <= 0.824999988079071 AND nd <= 1.4850000143051147 AND ent > 0.004999999888241291 THEN defect = True,[0.09169640374155785],IF ent > 0.004999999888241291 AND nd <= 1.5049999952316284 AND ent <= 0.804999977350235 THEN defect = True,[0.11133038732535322],False
openstack,IF rrexp > 501.9550018310547 THEN defect = False,[0.3727979513455702],IF rrexp > 422.39500427246094 AND asawr <= 0.6050000190734863 AND rrexp > 407.2149963378906 THEN defect = False,[0.2284924902644089],False
openstack,IF la > 12.074999809265137 AND age <= 46.09499931335449 THEN defect = True,[2.899281008779784e-24],IF la > 1.0800000429153442 AND ent <= 0.7749999761581421 AND ent > 0.009999999776482582 THEN defect = True,[4.7571941118376825e-24],False
openstack,IF nrev <= 2.1449999809265137 AND rrexp <= 1745.7349853515625 AND ent > 0.004999999888241291 THEN defect = False,[0.09236269300966758],IF la <= 44.35499954223633 AND ndev > 6.504999876022339 AND nrev <= 5.449999809265137 THEN defect = False,[0.11355311350178189],False
openstack,IF ent <= 0.004999999888241291 AND rtime > -7.81000018119812 AND nd <= 1.5750000476837158 THEN defect = False,[0.31307173873263855],IF ent > 0.35500000417232513 AND app > 2.990000009536743 AND ent > 0.004999999888241291 THEN defect = False,[0.09330769713604435],False
openstack,IF nrev <= 4.759999990463257 AND ent > 0.6449999809265137 AND rrexp > 112.79499816894531 THEN defect = True,[0.10800502789410087],IF app <= 2.9950000047683716 AND nrev > 2.9450000524520874 AND nrev > 3.034999966621399 THEN defect = True,[0.13687425891388555],False
openstack,IF rtime > 10.089999675750732 AND ent <= 0.8849999904632568 AND app > 1.0099999904632568 THEN defect = True,[0.08509107508178583],IF rtime > 13.595000267028809 AND app > 1.034999966621399 AND la > 24.954999923706055 THEN defect = True,[0.2575817983929924],False
openstack,IF app > 1.8799999952316284 AND rsawr > 0.26500000059604645 THEN defect = False,[0.10248366036042625],IF rtime > 15.384999752044678 AND rtime > 11.345000267028809 AND rrexp > 301.8800048828125 THEN defect = False,[0.09235033142184602],False
openstack,IF nrev <= 3.0399999618530273 AND nrev <= 3.9700000286102295 AND ent <= 1.4449999928474426 THEN defect = False,[0.10459824904637316],IF nrev <= 2.0449999570846558 THEN defect = False,[0.4008256911263976],False
openstack,IF rtime <= 9.599999904632568 AND ndev <= 46.775001525878906 THEN defect = False,[0.11728107227008533],IF la <= 46.35999870300293 AND app > 2.950000047683716 AND nrev > 1.9049999713897705 THEN defect = False,[0.12355571029394041],False
openstack,IF ndev > 5.015000104904175 THEN defect = False,[0.25228647220146505],IF ndev > 5.3500001430511475 AND la > 5.764999866485596 THEN defect = False,[0.09998031849400303],False
openstack,IF rtime > 4.9599997997283936 AND rtime <= 48.51499938964844 AND la > 94.8499984741211 THEN defect = True,[0.19451084227947155],IF age > 0.04499999899417162 AND asawr > 0.024999999441206455 THEN defect = True,[0.2072262811019572],False
openstack,IF nrev <= 2.024999976158142 AND nrev <= 2.9850000143051147 THEN defect = False,[0.12427180190074437],IF nrev > 2.9550000429153442 AND rtime <= 9.894999980926514 THEN defect = False,[0.1417105996579058],False
openstack,IF rrexp <= 1806.3450317382812 AND asawr > 0.004999999888241291 AND age > -0.1550000011920929 THEN defect = False,[0.11204612367912466],IF rtime > 10.069999694824219 AND la > 80.18000030517578 AND la > 82.51000213623047 THEN defect = False,[0.36420283259831643],False
openstack,IF age > 0.375 AND age > 0.7450000047683716 AND nd > 0.4050000011920929 THEN defect = False,[0.09132384417533171],IF nrev > 2.9800000190734863 AND nrev > 1.0099999606609344 AND app > 1.975000023841858 THEN defect = False,[0.13236507544455575],False
openstack,IF rrexp <= 873.6199951171875 THEN defect = False,[0.09103110093512576],IF rtime > -0.6699999868869781 AND rrexp > 379.6750030517578 THEN defect = False,[0.12472971162093617],False
openstack,IF app > 2.9950000047683716 AND nd > 1.9800000190734863 AND app > 2.0399999618530273 THEN defect = False,[0.10560951705118192],IF ent <= 0.8949999809265137 AND app <= 4.855000019073486 THEN defect = False,[0.10007793309581858],False
openstack,IF app <= 3.034999966621399 THEN defect = False,[0.12849377554518238],IF rrexp <= 1675.5850219726562 AND rrexp > 1004.3550109863281 AND rrexp > 1017.5799865722656 THEN defect = False,[0.09413538051650044],False
openstack,IF rrexp > 1692.0399780273438 AND nd > -0.4450000077486038 THEN defect = False,[0.09871296656041988],IF ndev > 114.78499984741211 AND nrev <= 9.324999809265137 THEN defect = False,[0.24132578741059088],False
openstack,IF nrev <= 7.085000038146973 AND age > 0.4399999976158142 THEN defect = True,[0.23978801424817256],IF nrev > 5.125 AND rtime > 5.934999942779541 AND la > 18.385000228881836 THEN defect = True,[0.1073054662797131],False
openstack,IF ent > 0.1850000023841858 AND rrexp > 2019.280029296875 AND rrexp > 2408.5150146484375 THEN defect = True,[0.08920279612834706],IF nd <= 4.914999961853027 AND la > 25.289999961853027 AND ent > 0.6050000190734863 THEN defect = True,[0.1123530388312517],False
openstack,IF app > 1.8849999904632568 AND la > 28.28499984741211 THEN defect = False,[0.10497128400749725],IF nd > 1.9800000190734863 AND nrev > 1.9850000143051147 THEN defect = False,[0.1001680062048179],False
openstack,IF app > 1.6600000262260437 AND nrev > 2.9950000047683716 THEN defect = False,[0.12743189797433913],IF ndev > 18.729999542236328 AND rsawr <= 0.42499999701976776 THEN defect = False,[0.10384321494706375],False
openstack,IF nrev > 1.0699999928474426 AND age > 0.22500000149011612 AND nrev > 2.9800000190734863 THEN defect = False,[0.3493151928151975],IF nrev > 2.7699999809265137 AND age > 0.11999999731779099 THEN defect = False,[0.32615745862853185],False
openstack,IF app > 4.9049999713897705 AND la > 4.075000047683716 AND la <= 116.94500350952148 THEN defect = False,[0.30658603262792267],IF nd > 1.5049999952316284 AND ent > 0.004999999888241291 AND nrev <= 2.090000033378601 THEN defect = False,[0.09244729695784956],False
openstack,IF la > 26.789999961853027 AND rrexp <= 1357.6199951171875 THEN defect = True,[0.21325924943739255],IF age <= 11.619999885559082 AND age > 8.974999904632568 AND nd > 1.1700000166893005 THEN defect = True,[0.19457271168219892],False
openstack,IF app > 1.9950000047683716 AND ent > 0.004999999888241291 AND app > 1.0049999952316284 THEN defect = False,[0.11786291020712414],IF nrev <= 2.1750000715255737 AND nrev <= 2.9950000047683716 THEN defect = False,[0.15030771957070305],False
openstack,IF app > 1.9900000095367432 AND ns <= 1.0550000071525574 AND la > 24.34500026702881 THEN defect = False,[0.17784010707605813],IF nd > 1.524999976158142 AND la <= 100.125 THEN defect = False,[0.3035896165511138],False
openstack,IF ndev > 12.980000019073486 AND rrexp > 251.53499603271484 THEN defect = False,[0.16192561433772923],IF rrexp <= 763.0199890136719 AND la > 65.60000228881836 AND rrexp > 207.9550018310547 THEN defect = False,[0.10399600595282826],False
openstack,IF app > 2.9350000619888306 AND rtime <= 9.695000171661377 THEN defect = False,[0.11990877617535446],IF age > 0.14500000327825546 AND nrev > 1.0649999976158142 AND rtime > -0.614999994635582 THEN defect = False,[0.1012231626230492],False
openstack,IF ndev <= 77.45000076293945 AND age <= 8.015000104904175 AND la <= 596.875 THEN defect = False,[0.1695022168087621],IF rsawr > 0.2549999952316284 AND app > 4.994999885559082 AND la > 11.859999656677246 THEN defect = False,[0.11630008488617044],False
openstack,IF ent > 0.009999999776482582 AND ent > 0.13499999791383743 AND app > 1.9350000023841858 THEN defect = False,[0.08254022662886865],IF nrev <= 2.0149999856948853 AND nrev <= 2.680000066757202 THEN defect = False,[0.10823855480407073],False
openstack,IF age <= 3.1700000762939453 AND nrev <= 3.125 THEN defect = False,[0.1014664860455315],IF ent <= 0.875 AND nd > 1.4450000524520874 AND ent > 0.004999999888241291 THEN defect = False,[0.3573245353094509],False
openstack,IF rsawr <= 1.0049999952316284 AND rtime <= 66.13500213623047 AND rsawr <= 0.8349999785423279 THEN defect = False,[0.3770374238884575],IF ndev > 6.224999904632568 AND rtime > -4.815000057220459 AND la <= 94.66500091552734 THEN defect = False,[0.10546947831424543],False
openstack,IF nrev > 2.0049999952316284 AND nrev > 1.8650000095367432 THEN defect = True,[0.14083174843191032],IF nrev > 2.0149999856948853 AND app <= 4.974999904632568 THEN defect = True,[0.16767924029802297],False
openstack,IF app <= 4.855000019073486 AND rtime > 0.8699999749660492 AND nd <= 6.994999885559082 THEN defect = True,[0.20485461116986964],IF ent <= 0.8149999976158142 THEN defect = True,[0.19945914209338075],False
openstack,IF rtime > -0.015000000596046448 AND la <= 143.36000061035156 THEN defect = False,[0.11630735947045577],IF app <= 4.0299999713897705 AND ndev > 10.755000114440918 THEN defect = False,[0.1226472717772972],False
openstack,IF app <= 3.9950000047683716 AND app <= 3.084999918937683 THEN defect = False,[0.034033850526872245],IF app <= 3.0749999284744263 AND app > 2.9100000858306885 THEN defect = False,[0.11963562130432799],False
openstack,IF rtime > -0.23999999091029167 AND ent > 0.2800000011920929 THEN defect = False,[0.10659141046533345],IF ndev > 9.360000133514404 AND ndev > 12.005000114440918 AND rtime > -7.039999961853027 THEN defect = False,[0.12948541844298123],False
openstack,IF app > 2.9850000143051147 AND rtime <= 9.305000305175781 AND nrev > 1.9350000023841858 THEN defect = False,[0.10559123577355632],IF la <= 22.40499973297119 AND ent <= 0.9950000047683716 AND nd > 1.715000033378601 THEN defect = False,[0.09511377394928733],False
openstack,IF ent <= 0.9549999833106995 AND ndev > -0.34000000823289156 AND ent > 0.004999999888241291 THEN defect = True,[0.09571295735885965],IF rsawr > 0.13500000163912773 AND la > 8.285000324249268 AND ent <= 0.9950000047683716 THEN defect = True,[0.24308518888551597],False
openstack,IF rsawr <= 0.8449999988079071 AND rtime <= 7.125 AND nrev <= 11.269999980926514 THEN defect = False,[0.2926630342464958],IF nrev > 3.9950000047683716 THEN defect = False,[0.2455875675257665],False
openstack,IF nrev > 1.9549999833106995 AND ent > 0.7749999761581421 THEN defect = False,[0.11180781350081369],IF la > 17.244999885559082 AND nrev <= 5.164999961853027 THEN defect = False,[0.12482853311326976],False
openstack,IF nd > 1.965000033378601 THEN defect = True,[0.2369185559661951],IF ndev <= 43.53999900817871 AND app > 4.065000057220459 AND ndev > 1.3650000095367432 THEN defect = True,[0.09893123490929091],False
openstack,IF ns > 1.534999966621399 AND la > 12.585000038146973 AND rtime > 5.664999961853027 THEN defect = False,[0.31624097771218],IF nrev <= 2.0299999713897705 AND nrev <= 2.6850000619888306 AND nd <= 8.355000019073486 THEN defect = False,[0.12266694563320779],False
openstack,IF nrev <= 2.0149999856948853 AND nrev > 1.0149999856948853 AND nrev > 1.9100000262260437 THEN defect = False,[0.31459054339683296],IF nrev <= 2.0449999570846558 AND nrev <= 2.9950000047683716 THEN defect = False,[0.13011649319669877],False
openstack,IF rtime > -0.7649999856948853 AND asawr <= 0.014999999664723873 THEN defect = False,[0.31827081869995677],IF app > 3.975000023841858 AND app <= 4.075000047683716 THEN defect = False,[0.10276403789973727],False
openstack,IF app > 0.9399999976158142 AND rrexp > 683.6050109863281 AND nd <= 2.0449999570846558 THEN defect = True,[0.09680336195760393],IF nrev > 4.0950000286102295 THEN defect = True,[0.09585971589856408],False
openstack,IF nd > 1.5049999952316284 AND ent > 0.004999999888241291 AND asawr > -0.004999999888241291 THEN defect = False,[0.10489323324281385],IF app > 2.0049999952316284 AND nrev <= 1.0049999952316284 THEN defect = False,[0.3377680343301254],False
openstack,IF nd > 6.984999895095825 THEN defect = False,[0.29041160196285676],IF app > 2.0149999856948853 AND la <= 190.9749984741211 THEN defect = False,[0.3104978855194502],False
openstack,IF rsawr > 0.5849999785423279 AND ent <= 0.5999999940395355 THEN defect = False,[0.11534375555383052],IF ndev <= 17.949999809265137 AND nd <= 3.950000047683716 AND ndev <= 18.02999973297119 THEN defect = False,[0.2850929579169425],False
openstack,IF ent > 0.009999999776482582 AND nrev <= 2.0049999952316284 THEN defect = False,[0.1392288749366788],IF nrev > 1.0149999856948853 AND rtime <= 4.9049999713897705 AND nrev > 1.9149999618530273 THEN defect = False,[0.7934247362424578],False
openstack,IF ent <= 0.004999999888241291 AND ndev > 8.044999837875366 THEN defect = False,[0.08021240824841758],IF la <= 35.204999923706055 AND ent <= 0.004999999888241291 THEN defect = False,[0.026288915127946268],False
openstack,IF app > 1.9399999976158142 AND nd > 1.4450000524520874 AND la > 23.5 THEN defect = False,[0.1016418528327454],IF ent > 0.574999988079071 AND nd <= 4.015000104904175 AND la <= 109.4749984741211 THEN defect = False,[0.11368133208182767],False
openstack,IF app > 3.9950000047683716 AND nrev > 6.8999998569488525 THEN defect = False,[0.10180265323007384],IF app > 1.9599999785423279 AND nd <= 6.494999885559082 AND asawr <= 0.004999999888241291 THEN defect = False,[0.33078991148659725],False
openstack,IF ndev > -6.4049999713897705 AND rtime > 1.9449999928474426 AND age <= 34.869998931884766 THEN defect = False,[0.10165850314433675],IF nrev > 1.9900000095367432 AND la <= 83.92499923706055 AND app > 2.9950000047683716 THEN defect = False,[0.332709279788598],False
openstack,IF nd <= 6.875 AND ndev > 117.03499984741211 AND app > 1.5799999833106995 THEN defect = False,[0.13853513489355004],IF rtime > -17.975000381469727 AND rtime <= 28.079999923706055 AND nd > 2.4200000762939453 THEN defect = False,[0.08917996313221482],False
openstack,IF la > 170.23999786376953 AND rtime <= 211.42499542236328 THEN defect = True,[0.061595936701409136],IF app <= 3.9700000286102295 AND rtime <= 94.77000045776367 THEN defect = True,[0.17993265939773506],False
openstack,IF nd > 1.7750000357627869 AND ent <= 0.9449999928474426 AND la <= 99.32500076293945 THEN defect = False,[0.09281876326347054],IF age > 2.665000081062317 THEN defect = False,[0.09185668846518653],False
openstack,IF app > 2.9850000143051147 AND app > 2.0449999570846558 AND rtime <= 9.210000038146973 THEN defect = False,[0.11699769288917414],IF app > 2.0199999809265137 AND rrexp > 1409.094970703125 THEN defect = False,[0.36941846229500214],False
openstack,IF app <= 2.024999976158142 AND app <= 2.9950000047683716 AND la <= 127.04999923706055 THEN defect = False,[0.22944316750061372],IF app > 1.9550000429153442 AND nrev > 2.8950001001358032 AND app <= 3.090000033378601 THEN defect = False,[0.14639177038927928],False
openstack,IF nd > 1.7750000357627869 AND rtime > 4.805000066757202 THEN defect = False,[0.09822467316869912],IF app <= 3.0049999952316284 AND asawr > 0.004999999888241291 AND nd <= 4.3999998569488525 THEN defect = False,[0.10518260677722917],False
openstack,IF app <= 3.240000009536743 AND age > 0.6650000214576721 AND la > 5.140000104904175 THEN defect = False,[0.11011258992094154],IF app <= 2.975000023841858 AND nd <= 1.0399999618530273 THEN defect = False,[0.0830616000398164],False
openstack,IF nd > 1.949999988079071 AND rrexp <= 2183.93505859375 AND la <= 62.545000076293945 THEN defect = False,[0.2675380157709578],IF age > 14.239999771118164 AND age > 15.46500015258789 AND age > 0.4699999988079071 THEN defect = False,[0.09905401824554894],False
openstack,IF asawr > 0.004999999888241291 AND nrev <= 3.0999999046325684 AND ent <= 0.7549999952316284 THEN defect = False,[0.4996737046909285],IF age > 0.13499999791383743 AND ent > 0.004999999888241291 AND ent > 0.29500000178813934 THEN defect = False,[0.265121679342407],False
openstack,IF app > 1.9850000143051147 AND rsawr <= 0.3050000071525574 AND ent > 0.004999999888241291 THEN defect = False,[0.3170594393612705],IF nrev <= 2.0199999809265137 THEN defect = False,[0.11937706416086787],False
openstack,IF ent <= 0.004999999888241291 AND rtime <= 1.3350000381469727 THEN defect = False,[0.08491738890687553],IF nd > 1.024999976158142 AND nd > 1.5649999976158142 AND app > 1.3700000047683716 THEN defect = False,[0.12079282606042734],False
openstack,IF la > 18.90999984741211 AND age > 0.3449999988079071 AND la > 4.4150002002716064 THEN defect = False,[0.1193316144570745],IF ent > 0.014999999664723873 AND nrev <= 3.0299999713897705 AND asawr > 0.004999999888241291 THEN defect = False,[0.11014922330804285],False
openstack,IF ns <= 1.4850000143051147 AND rtime <= 2.6699999570846558 AND ns <= 1.125 THEN defect = False,[0.08586781824613175],IF app <= 2.9950000047683716 AND rtime <= 3.940000057220459 AND la > 116.8650016784668 THEN defect = False,[0.27738164398442217],False
openstack,IF app <= 2.0049999952316284 AND asawr > 0.004999999888241291 THEN defect = False,[0.10895108226627305],IF la > 39.09000015258789 AND la > 68.31999969482422 AND ent <= 1.100000023841858 THEN defect = False,[0.09573440737186047],False
openstack,IF app > 1.0199999809265137 AND app <= 2.975000023841858 AND asawr <= 0.19500000029802322 THEN defect = False,[0.26798876441250935],IF app > 1.9950000047683716 AND ndev <= 180.62999725341797 AND nd > 1.2300000190734863 THEN defect = False,[0.29724874477123675],False
openstack,IF rrexp > 1574.655029296875 AND ent <= 0.004999999888241291 AND rtime > 0.3249999862164259 THEN defect = False,[0.2785937290092987],IF la > 9.260000228881836 AND ent <= 0.5049999952316284 AND ent <= 0.9699999988079071 THEN defect = False,[0.09003929772153284],False
openstack,IF la > 16.47000026702881 AND rsawr <= 0.8550000190734863 THEN defect = False,[0.3392218480992995],IF nd > 1.9800000190734863 AND rsawr <= 0.6899999976158142 AND ent <= 0.9449999928474426 THEN defect = False,[0.10964502216030826],False
openstack,IF nrev > 2.8899999856948853 AND nd > 1.5600000023841858 AND app <= 2.034999966621399 THEN defect = False,[0.12786038609101436],IF nd > 1.6050000190734863 AND nrev > 2.990000009536743 THEN defect = False,[0.10928338161845448],False
openstack,IF ndev <= 105.3849983215332 AND rsawr <= 0.5550000071525574 AND app <= 3.9700000286102295 THEN defect = True,[0.08164634070273556],IF rsawr > 0.2549999952316284 AND app > 3.990000009536743 AND app > 4.005000114440918 THEN defect = True,[0.14078608751311145],False
openstack,IF app <= 2.215000033378601 AND ent <= 0.014999999664723873 AND nrev > 1.034999966621399 THEN defect = False,[0.019448873349733897],IF la <= 38.86000061035156 AND ent <= 0.004999999888241291 THEN defect = False,[0.022937350863376418],False
openstack,IF rsawr <= 0.7450000047683716 AND ndev > 11.170000076293945 THEN defect = False,[0.09896480153684831],IF app <= 5.93999981880188 AND rtime <= 9.385000228881836 THEN defect = False,[0.3632849260389862],False
openstack,IF rtime > -2.2399998903274536 AND rtime <= 41.28499984741211 AND la > 8.974999904632568 THEN defect = False,[0.33104205773507095],IF nrev > 2.9950000047683716 AND nd > 1.5649999976158142 THEN defect = False,[0.10233185422532506],False
openstack,IF app > 1.8149999976158142 AND nrev > 2.9600000381469727 THEN defect = False,[0.14668753496939718],IF nrev > 2.9950000047683716 AND app > 1.9150000214576721 AND app <= 3.225000023841858 THEN defect = False,[0.10491439350074025],False
openstack,IF app > 2.9850000143051147 AND nrev > 2.8299999237060547 AND nrev > 3.024999976158142 THEN defect = True,[0.10320839371474634],IF nrev <= 8.789999961853027 AND la <= 90.00500106811523 AND age > 0.11499999836087227 THEN defect = True,[0.0859623753670016],False
openstack,IF ndev <= 84.58499908447266 AND nd <= 16.139999866485596 AND rrexp > 371.23500061035156 THEN defect = False,[0.07571075189888167],IF nd > 3.5449999570846558 AND rtime <= 8.150000095367432 AND la <= 169.39999389648438 THEN defect = False,[0.08249025299938498],False
openstack,IF rtime <= 67.0 AND ent > 0.9050000011920929 THEN defect = False,[0.2509786644627828],IF ndev > 104.8849983215332 AND ndev > 94.1150016784668 THEN defect = False,[0.2774640342534239],False
openstack,IF app <= 4.4649999141693115 THEN defect = False,[0.10826907107972124],IF nrev <= 4.835000038146973 AND rsawr > 0.48499999940395355 THEN defect = False,[0.09810594497948434],False
openstack,IF ndev > 11.114999771118164 AND ent <= 0.004999999888241291 THEN defect = False,[0.028092098308744835],IF la > 3.740000009536743 AND rrexp <= 745.4700012207031 THEN defect = False,[0.07899821731082264],False
openstack,IF ndev <= 6.900000095367432 AND age > 1.5750000476837158 THEN defect = False,[0.0898553029986268],IF rsawr > 0.29500000178813934 AND ent <= 0.5750000178813934 AND ndev > 18.635000228881836 THEN defect = False,[0.10000502662407434],False
openstack,IF la <= 430.8800048828125 AND ndev <= 50.915000915527344 AND age > 2.0049999952316284 THEN defect = False,[0.11959771551268772],IF ent > 0.6850000023841858 AND ndev > 54.010000228881836 AND age <= 3.524999976158142 THEN defect = False,[0.09334465169209029],False
openstack,IF nrev > 1.9850000143051147 AND nrev <= 2.009999990463257 THEN defect = False,[0.1226255883626266],IF app <= 16.199999809265137 AND la <= 8.28000020980835 THEN defect = False,[5.842033449961891e-24],False
openstack,IF rtime > 8.279999732971191 AND la > 18.55500030517578 AND ent > 0.6550000011920929 THEN defect = True,[0.10139872934880306],IF rrexp <= 1546.1700439453125 THEN defect = True,[0.2994567704855807],False
openstack,IF la > 2.100000023841858 AND asawr > 0.004999999888241291 AND rtime <= 8.71999979019165 THEN defect = False,[0.10862973781608783],IF ns <= 1.4399999976158142 AND ent <= 0.004999999888241291 THEN defect = False,[8.744007116200009e-24],False
openstack,IF nrev > 1.3250000476837158 AND rrexp > 658.7349853515625 THEN defect = False,[0.347093414364805],IF la <= 61.75 AND rtime > 5.759999990463257 AND ndev > 10.644999980926514 THEN defect = False,[0.07616245428320685],False
openstack,IF rtime > -12.15500020980835 AND la <= 65.9900016784668 THEN defect = False,[0.25151034691236107],IF ndev > 10.454999923706055 AND asawr > 0.004999999888241291 AND age > 0.14499999955296516 THEN defect = False,[0.09078790139166484],False
openstack,IF app > 4.0400002002716064 AND nd <= 3.6850000619888306 AND app > 3.990000009536743 THEN defect = True,[0.10145796931919007],IF asawr > 0.014999999664723873 AND rsawr > 0.32500000298023224 AND la <= 100.02000045776367 THEN defect = True,[0.2560336065926209],False
openstack,IF asawr > 0.06499999947845936 AND la <= 618.0950012207031 AND rtime > -127.61499786376953 THEN defect = False,[0.08483557674675064],IF ns <= 1.6449999809265137 AND ent <= 0.9449999928474426 AND app <= 3.0399999618530273 THEN defect = False,[0.11103669802038345],False
openstack,IF ndev <= 56.35000038146973 AND rrexp > 458.2449951171875 AND la <= 35.63999938964844 THEN defect = False,[0.16482264397802432],IF ent <= 0.9050000011920929 AND rtime <= 6.2099997997283936 AND rtime > -0.22499999403953552 THEN defect = False,[0.1163221628216106],False
openstack,IF rtime <= 7.525000095367432 AND app > 2.784999966621399 AND rsawr > 0.22500000149011612 THEN defect = False,[0.331603608723512],IF nrev > 1.199999988079071 AND ent <= 0.8349999785423279 AND nd > 1.9050000309944153 THEN defect = False,[0.13919280088559494],False
openstack,IF nrev <= 2.0899999141693115 AND nrev <= 2.9950000047683716 THEN defect = False,[0.3118666953196899],IF nrev > 1.0400000214576721 AND la <= 116.41500091552734 AND nrev > 1.9850000143051147 THEN defect = False,[0.3270081368321868],False
openstack,IF rsawr > 0.2549999952316284 AND nd > 1.475000023841858 THEN defect = False,[0.2558705308228903],IF age <= 39.77000045776367 AND nrev > 6.81000018119812 AND app <= 4.394999980926514 THEN defect = False,[0.09074621849577089],False
openstack,IF la > 74.70000076293945 AND rsawr <= 0.6550000011920929 AND rrexp > 232.78500366210938 THEN defect = False,[0.0894415299241423],IF rrexp <= 2169.6300048828125 AND nrev > 1.034999966621399 AND nrev > 1.9850000143051147 THEN defect = False,[0.10950530179593172],False
openstack,IF asawr <= 0.024999999441206455 AND rrexp > -465.60499572753906 AND ent <= 0.48000000417232513 THEN defect = False,[0.31901718099772963],IF rtime > 0.16499999910593033 THEN defect = False,[0.08607263585279201],False
openstack,IF app <= 3.3149999380111694 AND age > 1.1850000023841858 THEN defect = False,[0.09877413070343835],IF rtime <= 2.819999933242798 AND ndev <= 78.11000061035156 AND rtime > -5.7149999141693115 THEN defect = False,[0.09511815657756112],False
openstack,IF app > 1.9950000047683716 AND app <= 2.0799999237060547 THEN defect = False,[0.12852750045622321],IF app > 1.9850000143051147 AND app <= 2.024999976158142 THEN defect = False,[0.10224720207753814],False
openstack,IF app > 1.975000023841858 AND ent <= 0.8949999809265137 THEN defect = False,[0.15982321525658727],IF la <= 167.33999633789062 AND nrev > 2.9550000429153442 AND rrexp <= 1262.9650268554688 THEN defect = False,[0.1247048598271522],False
openstack,IF app > 0.6450000107288361 AND app > 1.9950000047683716 AND nd > 1.0049999952316284 THEN defect = False,[0.4160361242813244],IF nrev <= 2.0649999380111694 AND nrev <= 2.8299999237060547 THEN defect = False,[0.1160051216218521],False
openstack,IF la <= 289.38499450683594 AND app <= 2.0149999856948853 AND rsawr > 0.38499999046325684 THEN defect = False,[0.314157212648507],IF ndev > 11.335000038146973 AND rrexp <= 775.4600219726562 AND rrexp <= 786.3650207519531 THEN defect = False,[0.10316463355445395],False
openstack,IF rsawr <= 0.5149999856948853 AND nd <= 2.890000104904175 THEN defect = False,[0.08830632008616404],IF app > 1.9700000286102295 AND nrev > 2.9850000143051147 AND nd > 1.5600000023841858 THEN defect = False,[0.12898559890728414],False
openstack,IF age <= 6.5899999141693115 AND ndev <= 76.91499710083008 AND rtime <= 26.585000038146973 THEN defect = False,[0.12538274682023468],IF rrexp > 1306.0700073242188 AND app <= 3.165000081062317 AND app <= 3.965000033378601 THEN defect = False,[0.15252138032344306],False
openstack,IF nrev > 1.0699999928474426 AND age > 5.4649999141693115 AND rtime > 4.394999980926514 THEN defect = False,[0.1448988990291292],IF nd > 1.5099999904632568 AND nrev <= 2.0449999570846558 AND nd > 1.0149999856948853 THEN defect = False,[0.34576290354451533],False
openstack,IF app > 1.6949999928474426 AND app > 1.024999976158142 AND age > 14.985000133514404 THEN defect = False,[0.10364539232592732],IF la <= 85.82500076293945 AND ns <= 2.5749999284744263 THEN defect = False,[0.3048234623781245],False
openstack,IF nrev > 2.0149999856948853 AND la > 33.744998931884766 AND rrexp > 1112.6449584960938 THEN defect = True,[0.13656860017093184],IF app <= 2.990000009536743 AND age > 0.14500000327825546 THEN defect = True,[0.23958720095683125],False
openstack,IF app > 2.9950000047683716 AND app > 2.009999990463257 AND app <= 3.0199999809265137 THEN defect = False,[0.3245107673555956],IF app > 3.9950000047683716 AND rrexp <= 2187.625 THEN defect = False,[0.09998013629042803],False
openstack,IF nrev > 4.7749998569488525 AND age > 0.824999988079071 THEN defect = False,[0.11968021547758438],IF la > 31.9350004196167 AND ent <= 0.9750000238418579 THEN defect = False,[0.1207334924869197],False
openstack,IF ns > 1.6700000166893005 AND rrexp <= 1412.0150146484375 AND la <= 90.19499969482422 THEN defect = False,[0.08967608250982824],IF ns > 1.2049999833106995 AND la <= 98.88000106811523 THEN defect = False,[2.574045204802509e-24],False
openstack,IF rtime > -90.05500030517578 AND ent <= 0.004999999888241291 THEN defect = False,[1.4545820482494598e-23],IF nrev <= 3.5749999284744263 AND ent > 0.004999999888241291 AND nrev <= 2.0199999809265137 THEN defect = False,[0.10820999398772796],False
openstack,IF la > 8.144999980926514 AND app <= 4.099999904632568 AND ndev <= 90.67499923706055 THEN defect = False,[0.11919336911328443],IF rrexp <= 1418.5049438476562 AND age <= 3.0999999046325684 AND la <= 297.7050018310547 THEN defect = False,[0.13046289677857872],False
openstack,IF rrexp > 1535.2699584960938 AND nrev <= 9.660000324249268 AND app > 4.9649999141693115 THEN defect = False,[0.10891527911587404],IF ent <= 0.8949999809265137 AND la <= 110.91500091552734 AND ndev <= 35.71500015258789 THEN defect = False,[0.10770939989489672],False
openstack,IF la <= 93.04499816894531 THEN defect = False,[5.723574432922416e-24],IF la <= 90.17499923706055 THEN defect = False,[4.251653542864599e-24],False
openstack,IF ent > 0.39499999582767487 AND app > 2.9950000047683716 AND la <= 88.41500091552734 THEN defect = False,[0.142038973289987],IF app > 4.954999923706055 THEN defect = False,[0.3069004328113627],False
openstack,IF app > 1.4200000166893005 AND rrexp > 414.82000732421875 AND nrev > 1.0549999475479126 THEN defect = False,[0.1159878706042037],IF la <= 42.89500045776367 AND ent > 0.6599999964237213 THEN defect = False,[0.10051620038428562],False
openstack,IF rrexp <= 2078.969970703125 AND app > 3.975000023841858 THEN defect = False,[0.12134807200318994],IF ndev > 5.049999952316284 AND ndev > 1.9099999964237213 AND la > 9.960000038146973 THEN defect = False,[0.10072653246991876],False
